,formula,heusler type,num_electron,struct type,latt const,tetragonality,e_form,pol fermi,gap width,stability,mu_b,mu_b saturation
591,"[24, 23, 33, 0]","[0, 1, 0]",16,"[0, 0, 1, 0, 0, 0]",5.65,1.0035,0.103,0.0,0.0,False,0.0001,0.02
592,"[24, 23, 51, 0]","[0, 1, 0]",16,"[0, 0, 1, 0, 0, 0]",6.0579,1.0037,0.273,36.81,0.85,False,0.9107,151.41
593,"[24, 24, 13, 0]","[0, 1, 0]",15,"[0, 0, 1, 0, 0, 0]",5.82,1.0,0.583,18.74,0.542,False,0.5127,96.48
594,"[24, 24, 31, 0]","[0, 1, 0]",15,"[0, 0, 1, 0, 0, 0]",5.8,1.0,0.538,11.69,0.698,False,0.4375,83.18
595,"[24, 24, 49, 0]","[0, 1, 0]",15,"[0, 0, 1, 0, 0, 0]",6.2,1.0,0.714,26.48,0.613,False,0.3186,49.59
596,"[24, 24, 14, 0]","[0, 1, 0]",16,"[0, 0, 1, 0, 0, 0]",5.5,1.0,0.277,0.0,0.0,False,0.0,0.0
597,"[24, 24, 32, 0]","[0, 1, 0]",16,"[0, 0, 1, 0, 0, 0]",5.74,1.0017,0.39,25.13,0.746,False,0.366,71.67
598,"[24, 24, 50, 0]","[0, 1, 0]",16,"[0, 0, 1, 0, 0, 0]",6.14,1.0016,0.483,39.35,0.789,False,0.2591,41.46
599,"[24, 24, 15, 0]","[0, 1, 0]",17,"[0, 0, 1, 0, 0, 0]",5.4,1.0019,-0.158,5.8,0.0,True,0.5387,126.67
600,"[24, 24, 33, 0]","[0, 1, 0]",17,"[0, 0, 1, 0, 0, 0]",5.6346,0.9976,0.143,18.41,0.465,False,0.7717,160.41
601,"[24, 24, 51, 0]","[0, 1, 0]",17,"[0, 0, 1, 0, 0, 0]",6.09,0.9951,0.31,22.7,0.926,False,0.2184,36.05
602,"[24, 25, 13, 0]","[0, 1, 0]",16,"[0, 0, 1, 0, 0, 0]",5.8,1.0,0.492,33.95,0.27,False,0.4724,89.82
603,"[24, 25, 31, 0]","[0, 1, 0]",16,"[0, 0, 1, 0, 0, 0]",5.79,1.0,0.439,37.59,0.522,False,0.5086,97.2
604,"[24, 25, 49, 0]","[0, 1, 0]",16,"[0, 0, 1, 0, 0, 0]",6.21,1.0,0.619,50.76,0.67,False,0.1864,28.87
605,"[24, 25, 14, 0]","[0, 1, 0]",17,"[0, 0, 1, 0, 0, 0]",5.476,0.9947,0.156,2.08,0.0,False,0.04,9.08
606,"[24, 25, 32, 0]","[0, 1, 0]",17,"[0, 0, 1, 0, 0, 0]",5.7,1.0035,0.262,63.35,0.589,False,0.0804,16.05
607,"[24, 25, 50, 0]","[0, 1, 0]",17,"[0, 0, 1, 0, 0, 0]",6.13,1.0033,0.36,40.92,0.76,False,0.054,8.67
608,"[24, 25, 15, 0]","[0, 1, 0]",18,"[0, 0, 1, 0, 0, 0]",5.42,1.0018,-0.264,99.59,0.205,True,0.0016,0.37
609,"[24, 25, 33, 0]","[0, 1, 0]",18,"[0, 0, 1, 0, 0, 0]",5.71,1.0,-0.009,100.0,0.984,True,0.0,0.0
610,"[24, 25, 51, 0]","[0, 1, 0]",18,"[0, 0, 1, 0, 0, 0]",6.1,1.0,0.151,22.99,0.959,False,0.1937,31.66
611,"[24, 26, 13, 0]","[0, 1, 0]",17,"[0, 0, 1, 0, 0, 0]",5.65,1.0,0.489,2.95,0.0,False,0.6405,131.73
612,"[24, 26, 31, 0]","[0, 1, 0]",17,"[0, 0, 1, 0, 0, 0]",5.67,1.0,0.452,9.19,0.0,False,0.6888,140.18
613,"[24, 26, 49, 0]","[0, 1, 0]",17,"[0, 0, 1, 0, 0, 0]",6.07,1.0,0.697,89.2,0.308,False,0.9971,165.39
614,"[24, 26, 14, 0]","[0, 1, 0]",18,"[0, 0, 1, 0, 0, 0]",5.45,1.0037,0.141,24.26,0.0,False,0.0504,11.51
615,"[24, 26, 32, 0]","[0, 1, 0]",18,"[0, 0, 1, 0, 0, 0]",5.65,1.0,0.249,100.0,0.185,False,0.0,0.0
616,"[24, 26, 50, 0]","[0, 1, 0]",18,"[0, 0, 1, 0, 0, 0]",6.01,1.0,0.417,100.0,0.428,False,0.0,0.0
617,"[24, 26, 15, 0]","[0, 1, 0]",19,"[0, 0, 1, 0, 0, 0]",5.42,1.0,-0.219,23.39,0.0,True,0.8564,199.53
618,"[24, 26, 33, 0]","[0, 1, 0]",19,"[0, 0, 1, 0, 0, 0]",5.6242,1.0011,0.059,1.52,0.328,False,0.7974,166.09
619,"[24, 26, 51, 0]","[0, 1, 0]",19,"[0, 0, 1, 0, 0, 0]",5.9685,1.0029,0.28,68.79,0.523,False,0.5241,91.18
620,"[24, 28, 13, 0]","[0, 1, 0]",19,"[0, 0, 1, 0, 0, 0]",5.73,1.0,0.483,68.61,0.066,False,3.0007,591.68
621,"[24, 28, 31, 0]","[0, 1, 0]",19,"[0, 0, 0, 1, 0, 0]",5.11,1.4227,-0.007,32.83,0.0,True,3.1048,606.71
622,"[24, 28, 49, 0]","[0, 1, 0]",19,"[0, 0, 1, 0, 0, 0]",6.07,1.0,0.221,20.87,0.076,False,3.6663,608.12
623,"[24, 28, 14, 0]","[0, 1, 0]",20,"[0, 0, 1, 0, 0, 0]",5.52,1.0,-0.188,56.87,0.0,True,1.7846,393.6
624,"[24, 28, 32, 0]","[0, 1, 0]",20,"[0, 0, 1, 0, 0, 0]",5.67,0.9982,-0.125,23.11,0.0,True,2.3915,487.55
625,"[24, 28, 50, 0]","[0, 1, 0]",20,"[0, 0, 1, 0, 0, 0]",6.0,1.0,-0.009,10.31,0.0,True,3.0109,517.09
626,"[24, 28, 15, 0]","[0, 1, 0]",21,"[0, 0, 1, 0, 0, 0]",5.45,1.0037,-0.553,37.81,0.0,True,1.9501,445.25
627,"[24, 28, 33, 0]","[0, 1, 0]",21,"[0, 0, 1, 0, 0, 0]",5.64,0.9982,-0.328,2.0,0.0,True,2.0371,421.96
628,"[24, 28, 51, 0]","[0, 1, 0]",21,"[0, 0, 1, 0, 0, 0]",5.95,1.005,-0.149,11.96,0.0,True,2.4288,425.58
629,"[25, 22, 13, 0]","[0, 1, 0]",14,"[0, 0, 1, 0, 0, 0]",5.8,1.0,0.215,4.5,0.46,False,0.1073,20.4
630,"[25, 22, 31, 0]","[0, 1, 0]",14,"[0, 0, 1, 0, 0, 0]",5.82,0.9966,0.178,40.69,0.926,False,0.2477,46.77
631,"[25, 22, 49, 0]","[0, 1, 0]",14,"[0, 0, 1, 0, 0, 0]",6.1467,1.0058,0.375,80.9,0.49,False,0.5819,92.41
632,"[25, 22, 14, 0]","[0, 1, 0]",15,"[0, 0, 1, 0, 0, 0]",5.64,1.0,-0.099,0.0,0.446,True,0.0007,0.14
633,"[25, 22, 32, 0]","[0, 1, 0]",15,"[0, 0, 1, 0, 0, 0]",5.77,1.0017,-0.018,12.39,1.012,True,0.3994,76.99
634,"[25, 22, 50, 0]","[0, 1, 0]",15,"[0, 0, 1, 0, 0, 0]",6.13,1.0,0.074,84.11,0.751,False,2.8847,464.56
635,"[25, 22, 15, 0]","[0, 1, 0]",16,"[0, 0, 1, 0, 0, 0]",5.56,1.0,-0.527,51.6,0.998,True,1.8155,391.83
636,"[25, 22, 33, 0]","[0, 1, 0]",16,"[0, 0, 1, 0, 0, 0]",5.7415,1.0049,-0.298,89.02,1.283,True,1.9946,389.03
637,"[25, 22, 51, 0]","[0, 1, 0]",16,"[0, 0, 1, 0, 0, 0]",6.09,0.9984,-0.165,67.2,0.845,True,1.7332,285.13
638,"[25, 23, 13, 0]","[0, 1, 0]",15,"[0, 0, 1, 0, 0, 0]",5.7,1.0,0.283,38.46,0.593,False,0.3961,79.34
639,"[25, 23, 31, 0]","[0, 1, 0]",15,"[0, 0, 1, 0, 0, 0]",5.74,1.0,0.254,18.16,0.855,False,0.0724,14.2
640,"[25, 23, 49, 0]","[0, 1, 0]",15,"[0, 0, 1, 0, 0, 0]",6.11,1.0,0.476,2.72,0.347,False,0.2734,44.46
641,"[25, 23, 14, 0]","[0, 1, 0]",16,"[0, 0, 1, 0, 0, 0]",5.5,1.0,-0.064,0.0,0.0,True,0.0,0.0
642,"[25, 23, 32, 0]","[0, 1, 0]",16,"[0, 0, 1, 0, 0, 0]",5.68,1.0018,0.055,44.82,0.888,False,0.7845,158.53
643,"[25, 23, 50, 0]","[0, 1, 0]",16,"[0, 0, 1, 0, 0, 0]",6.04,1.0,0.186,23.14,0.565,False,1.0984,184.92
644,"[25, 23, 15, 0]","[0, 1, 0]",17,"[0, 0, 1, 0, 0, 0]",5.4033,1.0039,-0.539,20.99,0.465,True,0.8574,200.83
645,"[25, 23, 33, 0]","[0, 1, 0]",17,"[0, 0, 1, 0, 0, 0]",5.5948,1.0018,-0.243,100.0,0.869,True,1.0,211.45
646,"[25, 23, 51, 0]","[0, 1, 0]",17,"[0, 0, 1, 0, 0, 0]",5.9233,1.0025,-0.034,100.0,0.936,True,1.0,178.06
647,"[25, 24, 13, 0]","[0, 1, 0]",16,"[0, 0, 1, 0, 0, 0]",5.7,1.0,0.362,3.04,0.67,False,0.6879,137.79
648,"[25, 24, 31, 0]","[0, 1, 0]",16,"[0, 0, 1, 0, 0, 0]",5.74,1.0,0.348,2.11,0.784,False,0.6003,117.75
649,"[25, 24, 49, 0]","[0, 1, 0]",16,"[0, 0, 1, 0, 0, 0]",6.15,1.0,0.541,3.98,0.247,False,0.3067,48.91
650,"[25, 24, 14, 0]","[0, 1, 0]",17,"[0, 0, 1, 0, 0, 0]",5.42,1.0,-0.027,13.76,0.0,True,0.7368,171.66
651,"[25, 24, 32, 0]","[0, 1, 0]",17,"[0, 0, 1, 0, 0, 0]",5.571,1.0043,0.123,100.0,0.608,False,1.0,213.63
652,"[25, 24, 50, 0]","[0, 1, 0]",17,"[0, 0, 1, 0, 0, 0]",6.06,0.9967,0.269,7.3,0.399,False,0.3062,51.21
653,"[25, 24, 15, 0]","[0, 1, 0]",18,"[0, 0, 1, 0, 0, 0]",5.3,0.9981,-0.46,0.0,0.0,True,0.0,0.0
654,"[25, 24, 33, 0]","[0, 1, 0]",18,"[0, 0, 1, 0, 0, 0]",5.5142,1.0037,-0.101,100.0,0.726,True,0.0,0.0
655,"[25, 24, 51, 0]","[0, 1, 0]",18,"[0, 0, 1, 0, 0, 0]",5.9519,1.0028,0.097,80.31,0.665,False,0.014,2.46
656,"[25, 25, 13, 0]","[0, 1, 0]",17,"[0, 0, 1, 0, 0, 0]",5.6,1.0,0.28,18.84,0.276,False,0.6878,145.29
657,"[25, 25, 31, 0]","[0, 1, 0]",17,"[0, 0, 1, 0, 0, 0]",5.71,0.9982,0.273,43.75,0.703,False,0.4457,88.97
658,"[25, 25, 49, 0]","[0, 1, 0]",17,"[0, 0, 1, 0, 0, 0]",6.12,1.0,0.48,26.16,0.361,False,0.0511,8.27
659,"[25, 25, 14, 0]","[0, 1, 0]",18,"[0, 0, 1, 0, 0, 0]",5.3671,1.0081,-0.098,30.23,0.0,True,0.0067,1.59
660,"[25, 25, 32, 0]","[0, 1, 0]",18,"[0, 0, 1, 0, 0, 0]",5.5844,0.9997,0.047,100.0,0.807,False,0.0,0.0
661,"[25, 25, 50, 0]","[0, 1, 0]",18,"[0, 0, 1, 0, 0, 0]",6.05,0.9967,0.184,32.15,0.485,False,0.1741,29.26
662,"[25, 25, 15, 0]","[0, 1, 0]",19,"[0, 0, 1, 0, 0, 0]",5.33,1.0019,-0.419,99.14,0.428,True,1.0,244.53
663,"[25, 25, 33, 0]","[0, 1, 0]",19,"[0, 0, 1, 0, 0, 0]",5.627,1.0017,-0.131,100.0,1.112,True,1.0,207.85
664,"[25, 25, 51, 0]","[0, 1, 0]",19,"[0, 0, 1, 0, 0, 0]",6.01,0.9983,0.044,100.0,0.684,False,1.0,171.17
665,"[25, 26, 13, 0]","[0, 1, 0]",18,"[0, 0, 1, 0, 0, 0]",5.52,1.0,0.292,76.01,0.0,False,0.0013,0.29
666,"[25, 26, 31, 0]","[0, 1, 0]",18,"[0, 0, 1, 0, 0, 0]",5.5636,1.0033,0.299,80.4,0.0,False,0.0067,1.44
667,"[25, 26, 49, 0]","[0, 1, 0]",18,"[0, 0, 1, 0, 0, 0]",5.96,1.0034,0.589,100.0,0.452,False,0.0001,0.02
668,"[25, 26, 14, 0]","[0, 1, 0]",19,"[0, 0, 1, 0, 0, 0]",5.33,1.0019,0.011,0.0,0.0,False,0.0007,0.17
669,"[25, 26, 32, 0]","[0, 1, 0]",19,"[0, 0, 1, 0, 0, 0]",5.57,1.0,0.162,84.0,0.337,False,0.9789,210.14
670,"[25, 26, 50, 0]","[0, 1, 0]",19,"[0, 0, 1, 0, 0, 0]",5.92,1.0,0.353,65.18,0.57,False,0.9666,172.83
671,"[25, 26, 15, 0]","[0, 1, 0]",20,"[0, 0, 1, 0, 0, 0]",5.32,1.0,-0.306,80.06,0.0,True,1.9591,482.67
672,"[25, 26, 33, 0]","[0, 1, 0]",20,"[0, 0, 1, 0, 0, 0]",5.51,0.9982,0.005,96.56,0.029,False,1.9986,444.0
673,"[25, 26, 51, 0]","[0, 1, 0]",20,"[0, 0, 1, 0, 0, 0]",5.84,1.0,0.235,3.07,0.0,False,3.4443,641.49
674,"[25, 28, 13, 0]","[0, 1, 0]",20,"[0, 0, 1, 0, 0, 0]",5.65,1.0,-0.018,44.26,0.061,True,3.0218,621.51
675,"[25, 28, 31, 0]","[0, 1, 0]",20,"[0, 0, 1, 0, 0, 0]",5.66,1.0,0.209,28.89,0.047,False,3.2206,658.89
676,"[25, 28, 49, 0]","[0, 1, 0]",20,"[0, 0, 1, 0, 0, 0]",6.0,1.0,0.161,37.12,0.0,False,3.7194,638.77
677,"[25, 28, 14, 0]","[0, 1, 0]",21,"[0, 0, 1, 0, 0, 0]",5.48,0.9982,-0.216,12.77,0.0,True,2.6009,587.36
678,"[25, 28, 32, 0]","[0, 1, 0]",21,"[0, 0, 1, 0, 0, 0]",5.62,0.9947,-0.132,0.4,0.0,True,2.7411,575.93
679,"[25, 28, 50, 0]","[0, 1, 0]",21,"[0, 0, 1, 0, 0, 0]",5.96,0.9983,-0.044,30.36,0.034,True,3.3945,595.79
680,"[25, 28, 15, 0]","[0, 1, 0]",22,"[0, 0, 1, 0, 0, 0]",5.36,1.0037,-0.464,7.63,0.0,True,1.7592,422.21
681,"[25, 28, 33, 0]","[0, 1, 0]",22,"[0, 0, 1, 0, 0, 0]",5.6,1.0,-0.011,30.64,0.0,True,2.8991,612.39
682,"[25, 28, 51, 0]","[0, 1, 0]",22,"[0, 0, 1, 0, 0, 0]",5.9,0.9966,-0.136,12.88,0.0,True,3.1341,568.01
683,"[26, 22, 13, 0]","[0, 1, 0]",15,"[0, 0, 1, 0, 0, 0]",5.74,1.0,-0.021,53.72,0.537,True,0.373,73.16
684,"[26, 22, 31, 0]","[0, 1, 0]",15,"[0, 0, 1, 0, 0, 0]",5.72,1.0,-0.038,3.36,0.789,True,0.0065,1.29
685,"[26, 22, 49, 0]","[0, 1, 0]",15,"[0, 0, 1, 0, 0, 0]",6.08,1.0,0.206,0.62,0.366,False,0.4602,75.96
686,"[26, 22, 14, 0]","[0, 1, 0]",16,"[0, 0, 1, 0, 0, 0]",5.6,1.0,-0.342,22.22,0.855,True,1.0161,214.63
687,"[26, 22, 32, 0]","[0, 1, 0]",16,"[0, 0, 1, 0, 0, 0]",5.71,1.0,-0.253,31.15,1.15,True,1.4445,287.83
688,"[26, 22, 50, 0]","[0, 1, 0]",16,"[0, 0, 1, 0, 0, 0]",6.0149,1.0026,-0.135,0.53,0.608,True,1.5985,271.79
689,"[26, 22, 15, 0]","[0, 1, 0]",17,"[0, 0, 1, 0, 0, 0]",5.4527,1.0044,-0.802,60.74,1.135,True,0.8837,201.32
690,"[26, 22, 33, 0]","[0, 1, 0]",17,"[0, 0, 1, 0, 0, 0]",5.6547,1.0008,-0.55,88.95,1.254,True,0.9896,202.87
691,"[26, 22, 51, 0]","[0, 1, 0]",17,"[0, 0, 1, 0, 0, 0]",5.9534,1.0004,-0.382,66.7,0.85,True,0.955,167.84
692,"[26, 23, 13, 0]","[0, 1, 0]",16,"[0, 0, 1, 0, 0, 0]",5.6,1.0,0.108,15.87,0.295,False,0.8768,185.21
693,"[26, 23, 31, 0]","[0, 1, 0]",16,"[0, 0, 1, 0, 0, 0]",5.61,1.0,0.121,10.78,0.698,False,0.6117,128.52
694,"[26, 23, 49, 0]","[0, 1, 0]",16,"[0, 0, 1, 0, 0, 0]",5.97,1.0,0.421,40.22,0.366,False,0.075,13.08
695,"[26, 23, 14, 0]","[0, 1, 0]",17,"[0, 0, 1, 0, 0, 0]",5.44,1.0,-0.306,15.05,0.423,True,0.745,171.67
696,"[26, 23, 32, 0]","[0, 1, 0]",17,"[0, 0, 1, 0, 0, 0]",5.5578,1.0023,-0.157,64.87,0.788,True,1.0,215.58
697,"[26, 23, 50, 0]","[0, 1, 0]",17,"[0, 0, 1, 0, 0, 0]",5.8667,1.0026,0.054,47.5,0.75,False,0.9593,175.78
698,"[26, 23, 15, 0]","[0, 1, 0]",18,"[0, 0, 1, 0, 0, 0]",5.3138,1.0038,-0.804,0.0,0.3183,True,0.0,0.0
699,"[26, 23, 33, 0]","[0, 1, 0]",18,"[0, 0, 1, 0, 0, 0]",5.4855,1.0025,-0.468,0.0,0.366,True,0.0,0.0
700,"[26, 23, 51, 0]","[0, 1, 0]",18,"[0, 0, 1, 0, 0, 0]",5.7758,1.0021,-0.211,0.0,0.385,True,0.0,0.0
701,"[26, 24, 13, 0]","[0, 1, 0]",17,"[0, 0, 1, 0, 0, 0]",5.48,1.0,0.205,6.07,0.0,False,0.6708,151.21
702,"[26, 24, 31, 0]","[0, 1, 0]",17,"[0, 0, 1, 0, 0, 0]",5.49,1.0,0.242,44.83,0.0,False,0.8115,181.93
703,"[26, 24, 49, 0]","[0, 1, 0]",17,"[0, 0, 1, 0, 0, 0]",5.99,1.0,0.566,99.98,0.042,False,0.9999,172.59
704,"[26, 24, 14, 0]","[0, 1, 0]",18,"[0, 0, 1, 0, 0, 0]",5.3284,1.0043,-0.231,0.0,0.0,True,0.0,0.0
705,"[26, 24, 32, 0]","[0, 1, 0]",18,"[0, 0, 1, 0, 0, 0]",5.4448,1.0025,-0.025,0.0,0.0,True,0.0,0.0
706,"[26, 24, 50, 0]","[0, 1, 0]",18,"[0, 0, 1, 0, 0, 0]",5.8445,1.0,0.247,100.0,0.594,False,0.0,0.0
707,"[26, 24, 15, 0]","[0, 1, 0]",19,"[0, 0, 1, 0, 0, 0]",5.2921,0.9978,-0.465,87.54,0.665,True,0.9732,244.1
708,"[26, 24, 33, 0]","[0, 1, 0]",19,"[0, 0, 1, 0, 0, 0]",5.4814,0.9961,-0.137,100.0,0.96,True,1.0,226.12
709,"[26, 24, 51, 0]","[0, 1, 0]",19,"[0, 0, 1, 0, 0, 0]",5.81,1.0,0.089,100.0,0.94,False,1.0001,189.17
710,"[26, 25, 13, 0]","[0, 1, 0]",18,"[0, 0, 1, 0, 0, 0]",5.42,1.0018,0.157,0.0,0.0,False,0.0001,0.02
711,"[26, 25, 31, 0]","[0, 1, 0]",18,"[0, 0, 1, 0, 0, 0]",5.49,1.0,0.214,3.74,0.195,False,0.0115,2.58
712,"[26, 25, 49, 0]","[0, 1, 0]",18,"[0, 0, 1, 0, 0, 0]",5.9505,1.0003,0.523,20.59,0.318,False,0.5455,96.01
713,"[26, 25, 14, 0]","[0, 1, 0]",19,"[0, 0, 1, 0, 0, 0]",5.3211,1.0008,-0.155,92.28,0.067,True,0.9718,239.09
714,"[26, 25, 32, 0]","[0, 1, 0]",19,"[0, 0, 1, 0, 0, 0]",5.4714,0.9954,0.033,100.0,0.527,False,1.0,227.53
715,"[26, 25, 50, 0]","[0, 1, 0]",19,"[0, 0, 1, 0, 0, 0]",5.92,1.0,0.222,100.0,0.475,False,1.0,178.8
716,"[26, 25, 15, 0]","[0, 1, 0]",20,"[0, 0, 1, 0, 0, 0]",5.32,0.9981,-0.424,100.0,0.831,True,2.0,493.67
717,"[26, 25, 33, 0]","[0, 1, 0]",20,"[0, 0, 1, 0, 0, 0]",5.51,1.0,-0.134,100.0,1.079,True,2.0,443.51
718,"[26, 25, 51, 0]","[0, 1, 0]",20,"[0, 0, 1, 0, 0, 0]",5.84,1.0,0.052,100.0,0.969,False,2.0,372.49
719,"[26, 26, 13, 0]","[0, 1, 0]",19,"[0, 0, 1, 0, 0, 0]",5.5,1.0,0.236,100.0,0.081,False,2.9999,668.88
720,"[26, 26, 31, 0]","[0, 1, 0]",19,"[0, 0, 1, 0, 0, 0]",5.54,0.9982,0.268,7.04,0.005,False,3.1997,699.35
721,"[26, 26, 49, 0]","[0, 1, 0]",19,"[0, 0, 1, 0, 0, 0]",5.91,1.0017,0.512,51.65,0.0,False,4.5674,819.41
722,"[26, 26, 14, 0]","[0, 1, 0]",20,"[0, 0, 1, 0, 0, 0]",5.3404,1.0031,-0.078,98.27,0.0,True,1.9993,485.46
723,"[26, 26, 32, 0]","[0, 1, 0]",20,"[0, 0, 1, 0, 0, 0]",5.48,1.0,0.091,75.12,0.1,False,2.0647,465.42
724,"[26, 26, 50, 0]","[0, 1, 0]",20,"[0, 0, 1, 0, 0, 0]",5.85,1.0,0.246,23.34,0.047,False,4.0232,745.47
725,"[26, 26, 15, 0]","[0, 1, 0]",21,"[0, 0, 1, 0, 0, 0]",5.31,1.0,-0.35,51.25,0.185,True,2.9346,727.1
726,"[26, 26, 33, 0]","[0, 1, 0]",21,"[0, 0, 1, 0, 0, 0]",5.49,1.0,-0.071,93.76,0.261,True,2.999,672.34
727,"[26, 26, 51, 0]","[0, 1, 0]",21,"[0, 0, 1, 0, 0, 0]",5.78,1.0,0.093,100.0,0.314,False,3.0,576.32
728,"[26, 28, 13, 0]","[0, 1, 0]",21,"[0, 0, 1, 0, 0, 0]",5.56,1.0018,0.146,67.73,0.0,False,2.7029,582.31
729,"[26, 28, 31, 0]","[0, 1, 0]",21,"[0, 0, 1, 0, 0, 0]",5.58,1.0,0.175,12.83,0.0,False,2.7949,596.75
730,"[26, 28, 49, 0]","[0, 1, 0]",21,"[0, 0, 1, 0, 0, 0]",5.89,0.9983,0.4,14.58,0.0,False,2.9071,528.66
731,"[26, 28, 14, 0]","[0, 1, 0]",22,"[0, 0, 1, 0, 0, 0]",5.4,1.0037,0.002,46.55,0.0,False,1.9655,461.33
732,"[26, 28, 32, 0]","[0, 1, 0]",22,"[0, 0, 1, 0, 0, 0]",5.56,1.0,0.11,49.63,0.0,False,2.4891,537.21
733,"[26, 28, 50, 0]","[0, 1, 0]",22,"[0, 0, 1, 0, 0, 0]",5.87,0.9983,0.2,54.16,0.0,False,2.7495,505.13
734,"[26, 28, 15, 0]","[0, 1, 0]",23,"[0, 0, 1, 0, 0, 0]",5.29,1.0,-0.232,36.46,0.0,True,0.1164,29.17
735,"[26, 28, 33, 0]","[0, 1, 0]",23,"[0, 0, 1, 0, 0, 0]",5.52,1.0,0.018,26.68,0.0,False,2.2393,493.88
736,"[26, 28, 51, 0]","[0, 1, 0]",23,"[0, 0, 1, 0, 0, 0]",5.83,1.0034,0.122,46.72,0.0,False,2.5198,470.11
737,"[44, 22, 13, 0]","[0, 1, 0]",15,"[0, 0, 1, 0, 0, 0]",5.94,1.0,-0.275,31.68,0.0,True,0.2434,43.08
738,"[44, 22, 31, 0]","[0, 1, 0]",15,"[0, 0, 1, 0, 0, 0]",5.94,1.0,-0.228,1.38,0.11,True,0.0087,1.54
739,"[44, 22, 49, 0]","[0, 1, 0]",15,"[0, 0, 1, 0, 0, 0]",6.19,1.0,0.004,3.34,0.099,False,0.0144,2.25
740,"[44, 22, 14, 0]","[0, 1, 0]",16,"[0, 0, 1, 0, 0, 0]",5.82,1.0017,-0.424,0.0,0.37,True,0.0004,0.08
741,"[44, 22, 32, 0]","[0, 1, 0]",16,"[0, 0, 1, 0, 0, 0]",5.92,1.0,-0.332,2.18,0.452,True,0.0257,4.6
742,"[44, 22, 50, 0]","[0, 1, 0]",16,"[0, 0, 1, 0, 0, 0]",6.2044,0.9992,-0.256,0.0,0.418,True,0.0002,0.03
743,"[44, 22, 15, 0]","[0, 1, 0]",17,"[0, 0, 1, 0, 0, 0]",5.7261,1.0011,-0.729,0.0,0.665,True,0.0,0.0
744,"[44, 22, 33, 0]","[0, 1, 0]",17,"[0, 0, 1, 0, 0, 0]",5.89,1.0,-0.536,0.0,0.699,True,0.0,0.0
745,"[44, 22, 51, 0]","[0, 1, 0]",17,"[0, 0, 1, 0, 0, 0]",6.1404,1.0035,-0.459,0.0,0.608,True,0.0003,0.05
746,"[44, 23, 13, 0]","[0, 1, 0]",16,"[0, 0, 1, 0, 0, 0]",5.8262,1.0009,-0.053,25.3,0.0,True,1.6167,302.97
747,"[44, 23, 31, 0]","[0, 1, 0]",16,"[0, 0, 1, 0, 0, 0]",5.8303,1.0024,0.022,28.22,0.0,False,1.5522,289.84
748,"[44, 23, 49, 0]","[0, 1, 0]",16,"[0, 0, 1, 0, 0, 0]",6.11,1.0,0.305,22.33,0.185,False,1.7241,280.39
749,"[44, 23, 14, 0]","[0, 1, 0]",17,"[0, 0, 1, 0, 0, 0]",5.7,1.0,-0.259,48.49,0.071,True,0.6134,122.87
750,"[44, 23, 32, 0]","[0, 1, 0]",17,"[0, 0, 1, 0, 0, 0]",5.8,1.0017,-0.121,50.73,0.166,True,0.6805,129.16
751,"[44, 23, 50, 0]","[0, 1, 0]",17,"[0, 0, 1, 0, 0, 0]",5.83,1.0,0.021,73.0,0.233,False,0.942,176.35
752,"[44, 23, 15, 0]","[0, 1, 0]",18,"[0, 0, 1, 0, 0, 0]",5.6167,1.0022,-0.609,0.0,0.1901,True,0.0,0.0
753,"[44, 23, 33, 0]","[0, 1, 0]",18,"[0, 0, 1, 0, 0, 0]",5.7621,1.0043,-0.358,0.0,0.2372,True,0.0,0.0
754,"[44, 23, 51, 0]","[0, 1, 0]",18,"[0, 0, 1, 0, 0, 0]",6.018,1.004,-0.222,0.0,0.1991,True,0.0,0.0
755,"[44, 24, 13, 0]","[0, 1, 0]",17,"[0, 0, 1, 0, 0, 0]",5.73,1.0,0.145,35.7,0.0,False,0.6995,137.93
756,"[44, 24, 31, 0]","[0, 1, 0]",17,"[0, 0, 1, 0, 0, 0]",5.74,1.0,0.24,17.3,0.0,False,0.6785,133.09
757,"[44, 24, 49, 0]","[0, 1, 0]",17,"[0, 0, 1, 0, 0, 0]",6.15,1.0,0.522,37.08,0.48,False,2.6998,430.56
758,"[44, 24, 14, 0]","[0, 1, 0]",18,"[0, 0, 1, 0, 0, 0]",5.6119,1.0039,-0.115,0.0,0.0,True,0.0,0.0
759,"[44, 24, 32, 0]","[0, 1, 0]",18,"[0, 0, 1, 0, 0, 0]",5.7074,1.0067,0.059,0.0,0.0,False,0.0,0.0
760,"[44, 24, 50, 0]","[0, 1, 0]",18,"[0, 0, 1, 0, 0, 0]",5.99,0.9983,0.246,0.0,0.0,False,0.0,0.0
761,"[44, 24, 15, 0]","[0, 1, 0]",19,"[0, 0, 1, 0, 0, 0]",5.5796,0.9964,-0.281,90.19,0.399,True,0.9958,213.42
762,"[44, 24, 33, 0]","[0, 1, 0]",19,"[0, 0, 1, 0, 0, 0]",5.7409,0.9978,-0.03,100.0,0.575,True,1.0,196.49
763,"[44, 24, 51, 0]","[0, 1, 0]",19,"[0, 0, 1, 0, 0, 0]",6.01,0.9983,0.107,100.0,0.584,False,1.0,171.17
764,"[44, 25, 13, 0]","[0, 1, 0]",18,"[0, 0, 1, 0, 0, 0]",5.67,1.0018,0.128,0.0,0.0,False,0.0004,0.08
