,formula,heusler type,num_electron,struct type,latt const,tetragonality,e_form,pol fermi,gap width,stability,mu_b,mu_b saturation
418,"[27, 27, 27, 32]","[1, 0, 0]",31,"[0, 1, 0, 0, 0, 0]",5.7,1.0,-0.056,63.59,0.01,True,3.9626,793.75
419,"[27, 27, 27, 50]","[1, 0, 0]",31,"[0, 1, 0, 0, 0, 0]",5.9636,0.994,0.079,69.03,0.0,False,3.9941,702.78
420,"[27, 27, 27, 15]","[1, 0, 0]",32,"[1, 0, 0, 0, 0, 0]",4.95,1.3717,-0.239,35.09,0.0,True,2.3689,528.19
421,"[27, 27, 27, 33]","[1, 0, 0]",32,"[1, 0, 0, 0, 0, 0]",5.09,1.3733,-0.008,28.67,0.0,True,2.623,537.29
422,"[27, 27, 27, 51]","[1, 0, 0]",32,"[1, 0, 0, 0, 0, 0]",5.33,1.349,0.065,51.48,0.0,False,2.5396,461.22
423,"[27, 27, 28, 13]","[1, 0, 0]",31,"[1, 0, 0, 0, 0, 0]",5.042,1.4259,-0.249,72.15,0.0,True,2.8742,583.37
424,"[27, 27, 28, 31]","[1, 0, 0]",31,"[1, 0, 0, 0, 0, 0]",5.0864,1.4034,-0.132,71.81,0.0,True,2.9236,587.29
425,"[27, 27, 28, 49]","[1, 0, 0]",31,"[1, 0, 0, 0, 0, 0]",5.2768,1.4358,0.138,75.21,0.0,False,3.1205,548.73
426,"[27, 27, 28, 14]","[1, 0, 0]",32,"[1, 0, 0, 0, 0, 0]",5.1124,1.2842,-0.313,51.5,0.0,True,1.966,424.99
427,"[27, 27, 28, 32]","[1, 0, 0]",32,"[1, 0, 0, 0, 0, 0]",5.1942,1.2979,-0.125,51.51,0.0,True,2.106,429.55
428,"[27, 27, 28, 50]","[1, 0, 0]",32,"[1, 0, 0, 0, 0, 0]",5.3867,1.3281,0.003,54.29,0.0,False,2.266,404.94
429,"[27, 27, 28, 15]","[1, 0, 0]",33,"[1, 0, 0, 0, 0, 0]",5.0729,1.274,-0.253,67.99,0.0,True,1.316,293.51
430,"[27, 27, 28, 33]","[1, 0, 0]",33,"[1, 0, 0, 0, 0, 0]",5.2064,1.2837,-0.036,69.92,0.0,True,1.4897,305.05
431,"[27, 27, 28, 51]","[1, 0, 0]",33,"[1, 0, 0, 0, 0, 0]",5.4176,1.2808,0.016,68.98,0.0,False,1.2362,225.17
432,"[45, 45, 21, 13]","[1, 0, 0]",24,"[0, 1, 0, 0, 0, 0]",6.24,1.0,-1.098,0.0,0.0,True,0.0,0.0
433,"[45, 45, 21, 31]","[1, 0, 0]",24,"[0, 1, 0, 0, 0, 0]",6.25,1.0,-0.982,0.0,0.0,True,0.0,0.0
434,"[45, 45, 21, 49]","[1, 0, 0]",24,"[0, 1, 0, 0, 0, 0]",6.454,0.9994,-0.848,0.0,0.0,True,0.0,0.0
435,"[45, 45, 21, 14]","[1, 0, 0]",25,"[1, 0, 0, 0, 0, 0]",5.91,1.1387,-0.964,0.0,0.0,True,0.0,0.0
436,"[45, 45, 21, 32]","[1, 0, 0]",25,"[1, 0, 0, 0, 0, 0]",5.96,1.1577,-0.885,0.0,0.0,True,0.0,0.0
437,"[45, 45, 21, 50]","[1, 0, 0]",25,"[1, 0, 0, 0, 0, 0]",6.1842,1.1374,-0.928,0.0,0.0,True,0.0,0.0
438,"[45, 45, 21, 15]","[1, 0, 0]",26,"[1, 0, 0, 0, 0, 0]",5.63,1.3126,-0.844,0.0,0.0,True,0.0,0.0
439,"[45, 45, 21, 33]","[1, 0, 0]",26,"[1, 0, 0, 0, 0, 0]",5.75,1.3043,-0.772,0.0,0.0,True,0.0,0.0
440,"[45, 45, 21, 51]","[1, 0, 0]",26,"[1, 0, 0, 0, 0, 0]",6.02,1.2342,-0.826,0.0,0.0,True,0.0,0.0
441,"[45, 45, 22, 13]","[1, 0, 0]",25,"[1, 0, 0, 0, 0, 0]",5.8845,1.1227,-1.01,0.0,0.0,True,0.0,0.0
442,"[45, 45, 22, 31]","[1, 0, 0]",25,"[1, 0, 0, 0, 0, 0]",5.8319,1.1589,-0.887,0.0,0.0,True,0.0,0.0
443,"[45, 45, 22, 49]","[1, 0, 0]",25,"[1, 0, 0, 0, 0, 0]",6.03,1.1559,-0.686,0.0,0.0,True,0.0,0.0
444,"[45, 45, 22, 14]","[1, 0, 0]",26,"[1, 0, 0, 0, 0, 0]",5.6,1.2643,-0.9,0.01,0.0,True,0.0,0.0
445,"[45, 45, 22, 32]","[1, 0, 0]",26,"[1, 0, 0, 0, 0, 0]",5.6423,1.283,-0.792,0.0,0.0,True,0.0,0.0
446,"[45, 45, 22, 50]","[1, 0, 0]",26,"[1, 0, 0, 0, 0, 0]",5.88,1.25,-0.762,0.39,0.0,True,0.0022,0.32
447,"[45, 45, 22, 15]","[1, 0, 0]",27,"[1, 0, 0, 0, 0, 0]",5.4054,1.3963,-0.787,0.0,0.0,True,0.0,0.0
448,"[45, 45, 22, 33]","[1, 0, 0]",27,"[1, 0, 0, 0, 0, 0]",5.5119,1.3919,-0.669,0.0,0.0,True,0.0,0.0
449,"[45, 45, 22, 51]","[1, 0, 0]",27,"[1, 0, 0, 0, 0, 0]",5.7482,1.339,-0.659,0.0,0.0,True,0.0,0.0
450,"[45, 45, 23, 13]","[1, 0, 0]",26,"[1, 0, 0, 0, 0, 0]",5.68,1.206,-0.679,0.0,0.0,True,0.0,0.0
451,"[45, 45, 23, 31]","[1, 0, 0]",26,"[1, 0, 0, 0, 0, 0]",5.62,1.2509,-0.553,59.48,0.0,True,0.3366,56.24
452,"[45, 45, 23, 49]","[1, 0, 0]",26,"[1, 0, 0, 0, 0, 0]",5.82,1.2457,-0.323,61.1,0.0,True,0.6293,95.06
453,"[45, 45, 23, 14]","[1, 0, 0]",27,"[1, 0, 0, 0, 0, 0]",5.5053,1.2839,-0.617,77.76,0.0,True,1.1145,192.98
454,"[45, 45, 23, 32]","[1, 0, 0]",27,"[1, 0, 0, 0, 0, 0]",5.56,1.2986,-0.483,78.58,0.0,True,1.1332,188.34
455,"[45, 45, 23, 50]","[1, 0, 0]",27,"[1, 0, 0, 0, 0, 0]",5.78,1.2785,-0.44,78.74,0.0,True,1.2745,191.5
456,"[45, 45, 23, 15]","[1, 0, 0]",28,"[1, 0, 0, 0, 0, 0]",5.3213,1.4037,-0.493,37.95,0.0,True,1.0604,185.97
457,"[45, 45, 23, 33]","[1, 0, 0]",28,"[1, 0, 0, 0, 0, 0]",5.46,1.3864,-0.361,12.98,0.0,True,1.2197,200.49
458,"[45, 45, 23, 51]","[1, 0, 0]",28,"[1, 0, 0, 0, 0, 0]",5.69,1.3427,-0.323,0.01,0.0,True,0.0,0.0
459,"[45, 45, 24, 13]","[1, 0, 0]",27,"[0, 1, 0, 0, 0, 0]",6.0464,0.9982,-0.542,93.96,0.0,True,3.014,506.68
460,"[45, 45, 24, 31]","[1, 0, 0]",27,"[0, 1, 0, 0, 0, 0]",6.0572,1.003,-0.394,91.35,0.0,True,3.0382,505.62
461,"[45, 45, 24, 49]","[1, 0, 0]",27,"[0, 1, 0, 0, 0, 0]",6.29,1.0,-0.187,87.73,0.0,True,3.129,466.42
462,"[45, 45, 24, 14]","[1, 0, 0]",28,"[1, 0, 0, 0, 0, 0]",5.5,1.2727,-0.486,30.46,0.0,True,2.2108,387.31
463,"[45, 45, 24, 32]","[1, 0, 0]",28,"[1, 0, 0, 0, 0, 0]",5.57,1.2801,-0.35,36.79,0.0,True,2.256,378.33
464,"[45, 45, 24, 50]","[1, 0, 0]",28,"[1, 0, 0, 0, 0, 0]",5.84,1.2397,-0.322,71.96,0.0,True,2.7315,410.36
465,"[45, 45, 24, 15]","[1, 0, 0]",29,"[1, 0, 0, 0, 0, 0]",5.38,1.3513,-0.31,29.31,0.0,True,1.989,350.64
466,"[45, 45, 24, 33]","[1, 0, 0]",29,"[1, 0, 0, 0, 0, 0]",5.54,1.3249,-0.185,49.41,0.0,True,2.5823,425.22
467,"[45, 45, 24, 51]","[1, 0, 0]",29,"[1, 0, 0, 0, 0, 0]",5.69,1.3427,-0.231,89.89,0.0,True,2.984,447.52
468,"[45, 45, 25, 13]","[1, 0, 0]",28,"[0, 1, 0, 0, 0, 0]",6.04,1.0,-0.693,85.0,0.0,True,4.0755,686.12
469,"[45, 45, 25, 31]","[1, 0, 0]",28,"[0, 1, 0, 0, 0, 0]",6.06,1.0,-0.537,81.46,0.0,True,4.1263,687.81
470,"[45, 45, 25, 49]","[1, 0, 0]",28,"[0, 1, 0, 0, 0, 0]",6.2917,1.0003,-0.343,57.36,0.0,True,4.3626,649.57
471,"[45, 45, 25, 14]","[1, 0, 0]",29,"[0, 1, 0, 0, 0, 0]",5.99,1.0,-0.59,22.29,0.0,True,4.6918,809.82
472,"[45, 45, 25, 32]","[1, 0, 0]",29,"[1, 0, 0, 0, 0, 0]",5.9,1.0949,-0.453,7.25,0.0,True,4.3881,723.88
473,"[45, 45, 25, 50]","[1, 0, 0]",29,"[0, 1, 0, 0, 0, 0]",6.3,1.0,-0.468,24.5,0.0,True,4.7673,707.26
474,"[45, 45, 25, 15]","[1, 0, 0]",30,"[1, 0, 0, 0, 0, 0]",5.59,1.2254,-0.383,34.89,0.0,True,4.0753,706.27
475,"[45, 45, 25, 33]","[1, 0, 0]",30,"[1, 0, 0, 0, 0, 0]",5.7278,1.2154,-0.288,21.95,0.0,True,4.2482,690.02
476,"[45, 45, 25, 51]","[1, 0, 0]",30,"[0, 1, 0, 0, 0, 0]",6.32,1.0,-0.325,65.38,0.0,True,4.7785,702.21
477,"[45, 45, 26, 13]","[1, 0, 0]",29,"[0, 1, 0, 0, 0, 0]",6.02,1.0,-0.605,89.21,0.033,True,4.2859,728.75
478,"[45, 45, 26, 31]","[1, 0, 0]",29,"[0, 1, 0, 0, 0, 0]",6.04,1.0,-0.44,90.89,0.0,True,4.2503,715.54
479,"[45, 45, 26, 49]","[1, 0, 0]",29,"[0, 1, 0, 0, 0, 0]",6.27,1.0,-0.231,88.75,0.0,True,4.2259,635.98
480,"[45, 45, 26, 14]","[1, 0, 0]",30,"[1, 0, 0, 0, 0, 0]",5.6362,1.1785,-0.483,48.15,0.0,True,3.8427,675.54
481,"[45, 45, 26, 32]","[1, 0, 0]",30,"[0, 1, 0, 0, 0, 0]",6.05,1.0,-0.293,79.24,0.1,True,3.5169,589.14
482,"[45, 45, 26, 50]","[1, 0, 0]",30,"[1, 0, 0, 0, 0, 0]",5.8812,1.2045,-0.337,53.23,0.0,True,3.9303,595.03
483,"[45, 45, 26, 15]","[1, 0, 0]",31,"[1, 0, 0, 0, 0, 0]",5.48,1.2737,-0.271,43.22,0.0,True,3.4132,604.05
484,"[45, 45, 26, 33]","[1, 0, 0]",31,"[1, 0, 0, 0, 0, 0]",5.59,1.2844,-0.165,60.12,0.0,True,3.6887,609.89
485,"[45, 45, 26, 51]","[1, 0, 0]",31,"[1, 0, 0, 0, 0, 0]",5.74,1.284,-0.238,33.22,0.0,True,3.3922,518.22
486,"[45, 45, 27, 13]","[1, 0, 0]",30,"[0, 1, 0, 0, 0, 0]",5.98,1.0,-0.47,88.07,0.0,True,3.0222,524.26
487,"[45, 45, 27, 31]","[1, 0, 0]",30,"[0, 1, 0, 0, 0, 0]",6.0,1.0,-0.305,89.02,0.0,True,2.9963,514.59
488,"[45, 45, 27, 49]","[1, 0, 0]",30,"[0, 1, 0, 0, 0, 0]",6.23,1.0,-0.078,90.25,0.0,True,2.9963,459.67
489,"[45, 45, 27, 14]","[1, 0, 0]",31,"[1, 0, 0, 0, 0, 0]",5.54,1.2094,-0.408,57.19,0.0,True,2.2321,402.67
490,"[45, 45, 27, 32]","[1, 0, 0]",31,"[1, 0, 0, 0, 0, 0]",5.6027,1.2236,-0.255,57.84,0.0,True,2.255,388.72
491,"[45, 45, 27, 50]","[1, 0, 0]",31,"[1, 0, 0, 0, 0, 0]",5.6517,1.3041,-0.235,54.27,0.0,True,2.1901,345.09
492,"[45, 45, 27, 15]","[1, 0, 0]",32,"[1, 0, 0, 0, 0, 0]",5.44,1.2647,-0.244,11.35,0.0,True,2.0423,372.1
493,"[45, 45, 27, 33]","[1, 0, 0]",32,"[1, 0, 0, 0, 0, 0]",5.55,1.2739,-0.126,5.58,0.0,True,2.1318,363.14
494,"[45, 45, 27, 51]","[1, 0, 0]",32,"[1, 0, 0, 0, 0, 0]",5.69,1.29,-0.202,14.36,0.0,True,2.0536,320.57
495,"[45, 45, 28, 13]","[1, 0, 0]",31,"[0, 1, 0, 0, 0, 0]",5.97,1.0,-0.507,68.55,0.0,True,1.8182,316.99
496,"[45, 45, 28, 31]","[1, 0, 0]",31,"[0, 1, 0, 0, 0, 0]",5.99,1.0,-0.35,79.65,0.0,True,1.8169,313.6
497,"[45, 45, 28, 49]","[1, 0, 0]",31,"[1, 0, 0, 0, 0, 0]",5.74,1.2683,-0.129,44.6,0.0,True,1.4926,230.84
498,"[45, 45, 28, 14]","[1, 0, 0]",32,"[0, 1, 0, 0, 0, 0]",5.89,1.0,-0.476,76.67,0.0,True,1.0025,182.0
499,"[45, 45, 28, 32]","[1, 0, 0]",32,"[0, 1, 0, 0, 0, 0]",5.98,1.0,-0.314,81.8,0.0,True,1.0053,174.39
500,"[45, 45, 28, 50]","[1, 0, 0]",32,"[0, 1, 0, 0, 0, 0]",6.21,1.0,-0.289,83.44,0.0,True,1.0021,155.23
501,"[45, 45, 28, 15]","[1, 0, 0]",33,"[1, 0, 0, 0, 0, 0]",5.58,1.1667,-0.302,47.07,0.0,True,0.5346,97.84
502,"[45, 45, 28, 33]","[1, 0, 0]",33,"[1, 0, 0, 0, 0, 0]",5.68,1.1813,-0.18,63.21,0.0,True,0.5882,100.79
503,"[45, 45, 28, 51]","[1, 0, 0]",33,"[1, 0, 0, 0, 0, 0]",5.77,1.2322,-0.266,38.14,0.0,True,0.387,60.65
504,"[28, 28, 21, 13]","[1, 0, 0]",26,"[0, 1, 0, 0, 0, 0]",6.07,1.0,-0.639,0.0,0.0,True,0.0,0.0
505,"[28, 28, 21, 31]","[1, 0, 0]",26,"[0, 1, 0, 0, 0, 0]",6.06,1.0,-0.582,0.0,0.0,True,0.0,0.0
506,"[28, 28, 21, 49]","[1, 0, 0]",26,"[0, 1, 0, 0, 0, 0]",6.29,1.0,-0.466,0.0,0.0,True,0.0,0.0
507,"[28, 28, 21, 14]","[1, 0, 0]",27,"[0, 1, 0, 0, 0, 0]",5.9449,1.0004,-0.65,0.0,0.0,True,0.0,0.0
508,"[28, 28, 21, 32]","[1, 0, 0]",27,"[0, 1, 0, 0, 0, 0]",6.029,1.0038,-0.577,0.0,0.0,True,0.0,0.0
509,"[28, 28, 21, 50]","[1, 0, 0]",27,"[0, 1, 0, 0, 0, 0]",6.27,1.0,-0.594,0.0,0.0,True,0.0,0.0
510,"[28, 28, 21, 15]","[1, 0, 0]",28,"[1, 0, 0, 0, 0, 0]",5.4217,1.3115,-0.652,0.0,0.0,True,0.0,0.0
511,"[28, 28, 21, 33]","[1, 0, 0]",28,"[1, 0, 0, 0, 0, 0]",5.64,1.2482,-0.539,0.0,0.0,True,0.0,0.0
512,"[28, 28, 21, 51]","[1, 0, 0]",28,"[0, 1, 0, 0, 0, 0]",6.2648,0.9992,-0.556,0.0,0.0,True,0.0,0.0
513,"[28, 28, 22, 13]","[1, 0, 0]",27,"[0, 1, 0, 0, 0, 0]",5.8913,1.0019,-0.633,0.0,0.0,True,0.0,0.0
514,"[28, 28, 22, 31]","[1, 0, 0]",27,"[0, 1, 0, 0, 0, 0]",5.8876,1.0019,-0.553,0.0,0.0,True,0.0,0.0
515,"[28, 28, 22, 49]","[1, 0, 0]",27,"[0, 1, 0, 0, 0, 0]",6.13,1.0,-0.359,0.0,0.0,True,0.0,0.0
516,"[28, 28, 22, 14]","[1, 0, 0]",28,"[0, 1, 0, 0, 0, 0]",5.79,1.0,-0.639,0.0,0.0,True,0.0,0.0
517,"[28, 28, 22, 32]","[1, 0, 0]",28,"[1, 0, 0, 0, 0, 0]",5.7,1.1018,-0.517,0.01,0.0,True,0.0,0.0
518,"[28, 28, 22, 50]","[1, 0, 0]",28,"[0, 1, 0, 0, 0, 0]",6.1136,1.0039,-0.473,0.0,0.0,True,0.0,0.0
519,"[28, 28, 22, 15]","[1, 0, 0]",29,"[1, 0, 0, 0, 0, 0]",5.0499,1.5157,-0.617,0.0,0.0,True,0.0,0.0
520,"[28, 28, 22, 33]","[1, 0, 0]",29,"[1, 0, 0, 0, 0, 0]",5.2131,1.479,-0.444,0.0,0.0,True,0.0,0.0
521,"[28, 28, 22, 51]","[1, 0, 0]",29,"[0, 1, 0, 0, 0, 0]",6.13,1.0,-0.373,0.0,0.0,True,0.0,0.0
522,"[28, 28, 23, 13]","[1, 0, 0]",28,"[0, 1, 0, 0, 0, 0]",5.8,1.0,-0.389,0.0,0.0,True,0.0,0.0
523,"[28, 28, 23, 31]","[1, 0, 0]",28,"[0, 1, 0, 0, 0, 0]",5.8,1.0,-0.287,0.0,0.0,True,0.0,0.0
524,"[28, 28, 23, 49]","[1, 0, 0]",28,"[0, 1, 0, 0, 0, 0]",6.0349,1.0016,-0.055,0.0,0.0,True,0.0,0.0
525,"[28, 28, 23, 14]","[1, 0, 0]",29,"[1, 0, 0, 0, 0, 0]",5.3178,1.2359,-0.372,22.22,0.0,True,0.2666,53.21
526,"[28, 28, 23, 32]","[1, 0, 0]",29,"[1, 0, 0, 0, 0, 0]",5.29,1.327,-0.23,84.42,0.0,True,0.9729,183.72
527,"[28, 28, 23, 50]","[1, 0, 0]",29,"[0, 1, 0, 0, 0, 0]",6.05,1.0,-0.143,64.62,0.0,True,0.8256,138.3
528,"[28, 28, 23, 15]","[1, 0, 0]",30,"[1, 0, 0, 0, 0, 0]",4.91,1.5519,-0.365,0.0,0.0,True,0.0001,0.02
529,"[28, 28, 23, 33]","[1, 0, 0]",30,"[1, 0, 0, 0, 0, 0]",5.0985,1.4979,-0.161,40.43,0.0,True,1.1153,208.4
530,"[28, 28, 23, 51]","[1, 0, 0]",30,"[1, 0, 0, 0, 0, 0]",5.7,1.2088,-0.076,40.57,0.0,True,1.7254,285.92
531,"[28, 28, 24, 13]","[1, 0, 0]",29,"[0, 1, 0, 0, 0, 0]",5.8,1.0,-0.271,2.89,0.023,True,3.2235,612.87
532,"[28, 28, 24, 31]","[1, 0, 0]",29,"[1, 0, 0, 0, 0, 0]",5.35,1.2729,-0.168,57.32,0.0,True,3.0618,582.71
533,"[28, 28, 24, 49]","[1, 0, 0]",29,"[0, 1, 0, 0, 0, 0]",6.0576,1.0072,0.039,24.99,0.0,False,3.5757,592.51
534,"[28, 28, 24, 14]","[1, 0, 0]",30,"[1, 0, 0, 0, 0, 0]",5.35,1.2093,-0.252,9.55,0.0,True,2.785,557.88
535,"[28, 28, 24, 32]","[1, 0, 0]",30,"[1, 0, 0, 0, 0, 0]",5.45,1.211,-0.111,10.61,0.0,True,2.988,565.42
536,"[28, 28, 24, 50]","[1, 0, 0]",30,"[0, 1, 0, 0, 0, 0]",6.0582,1.0045,-0.079,22.04,0.0,True,3.4658,575.62
537,"[28, 28, 24, 15]","[1, 0, 0]",31,"[1, 0, 0, 0, 0, 0]",5.01,1.4511,-0.207,63.89,0.0,True,2.7689,562.89
538,"[28, 28, 24, 33]","[1, 0, 0]",31,"[1, 0, 0, 0, 0, 0]",5.2,1.4135,-0.031,71.83,0.0,True,3.0505,569.38
539,"[28, 28, 24, 51]","[1, 0, 0]",31,"[0, 1, 0, 0, 0, 0]",6.07,1.0,-0.017,24.51,0.0,True,3.4429,571.06
540,"[28, 28, 25, 13]","[1, 0, 0]",30,"[0, 1, 0, 0, 0, 0]",5.7803,1.0073,-0.411,27.04,0.0,True,4.0646,775.08
541,"[28, 28, 25, 31]","[1, 0, 0]",30,"[0, 1, 0, 0, 0, 0]",5.8,1.0052,-0.298,26.15,0.0,True,4.0599,767.92
542,"[28, 28, 25, 49]","[1, 0, 0]",30,"[0, 1, 0, 0, 0, 0]",6.07,1.0,-0.108,30.31,0.0,True,4.2086,698.07
543,"[28, 28, 25, 14]","[1, 0, 0]",31,"[0, 1, 0, 0, 0, 0]",5.7,1.0,-0.374,35.26,0.0,True,3.8367,768.53
544,"[28, 28, 25, 32]","[1, 0, 0]",31,"[0, 1, 0, 0, 0, 0]",5.81,1.0,-0.238,18.73,0.0,True,3.9532,747.73
545,"[28, 28, 25, 50]","[1, 0, 0]",31,"[0, 1, 0, 0, 0, 0]",6.065,0.9986,-0.21,18.59,0.0,True,4.079,679.19
546,"[28, 28, 25, 15]","[1, 0, 0]",32,"[1, 0, 0, 0, 0, 0]",5.05,1.4238,-0.307,3.14,0.0,True,4.0858,826.59
547,"[28, 28, 25, 33]","[1, 0, 0]",32,"[1, 0, 0, 0, 0, 0]",5.26,1.3726,-0.151,12.84,0.0,True,4.1546,771.52
548,"[28, 28, 25, 51]","[1, 0, 0]",32,"[1, 0, 0, 0, 0, 0]",5.9494,1.0604,-0.137,1.62,0.0,True,3.9848,662.01
549,"[28, 28, 26, 13]","[1, 0, 0]",31,"[1, 0, 0, 0, 0, 0]",5.21,1.3301,-0.34,30.55,0.0,True,3.1879,628.67
550,"[28, 28, 26, 31]","[1, 0, 0]",31,"[1, 0, 0, 0, 0, 0]",5.2,1.35,-0.232,26.64,0.0,True,3.2602,637.13
551,"[28, 28, 26, 49]","[1, 0, 0]",31,"[0, 1, 0, 0, 0, 0]",6.02,1.0,-0.006,57.78,0.0,True,3.352,569.96
552,"[28, 28, 26, 14]","[1, 0, 0]",32,"[1, 0, 0, 0, 0, 0]",5.1,1.351,-0.316,49.48,0.0,True,3.0329,627.81
553,"[28, 28, 26, 32]","[1, 0, 0]",32,"[1, 0, 0, 0, 0, 0]",5.86,0.9539,-0.148,25.32,0.0,True,3.2627,630.52
554,"[28, 28, 26, 50]","[1, 0, 0]",32,"[0, 1, 0, 0, 0, 0]",6.027,0.9943,-0.101,26.91,0.0,True,3.2552,554.76
555,"[28, 28, 26, 15]","[1, 0, 0]",33,"[1, 0, 0, 0, 0, 0]",4.94,1.4717,-0.233,42.51,0.0,True,3.3896,708.74
556,"[28, 28, 26, 33]","[1, 0, 0]",33,"[1, 0, 0, 0, 0, 0]",5.12,1.4434,-0.058,57.7,0.0,True,3.5703,683.67
557,"[28, 28, 26, 51]","[1, 0, 0]",33,"[0, 1, 0, 0, 0, 0]",6.02,1.0,-0.012,53.93,0.028,True,3.3321,566.57
558,"[28, 28, 27, 13]","[1, 0, 0]",32,"[1, 0, 0, 0, 0, 0]",5.11,1.3757,-0.323,62.79,0.0,True,1.9357,391.17
559,"[28, 28, 27, 31]","[1, 0, 0]",32,"[1, 0, 0, 0, 0, 0]",5.12,1.3828,-0.201,55.98,0.0,True,2.0227,404.28
560,"[28, 28, 27, 49]","[1, 0, 0]",32,"[1, 0, 0, 0, 0, 0]",5.39,1.3525,0.042,63.67,0.0,False,2.0404,357.39
561,"[28, 28, 27, 14]","[1, 0, 0]",33,"[1, 0, 0, 0, 0, 0]",5.01,1.3852,-0.32,70.69,0.0,True,1.4696,312.96
562,"[28, 28, 27, 32]","[1, 0, 0]",33,"[1, 0, 0, 0, 0, 0]",5.11,1.3836,-0.148,71.88,0.0,True,1.5935,320.2
563,"[28, 28, 27, 50]","[1, 0, 0]",33,"[1, 0, 0, 0, 0, 0]",5.4,1.3333,-0.071,61.74,0.0,True,1.4903,263.32
564,"[28, 28, 27, 15]","[1, 0, 0]",34,"[1, 0, 0, 0, 0, 0]",4.92,1.4533,-0.216,66.06,0.0,True,2.1333,457.24
565,"[28, 28, 27, 33]","[1, 0, 0]",34,"[1, 0, 0, 0, 0, 0]",5.06,1.4506,-0.039,70.2,0.0,True,2.2149,437.2
566,"[28, 28, 27, 51]","[1, 0, 0]",34,"[1, 0, 0, 0, 0, 0]",5.33,1.379,-0.017,49.9,0.0,True,1.482,263.29
567,"[28, 28, 28, 13]","[1, 0, 0]",33,"[1, 0, 0, 0, 0, 0]",5.2039,1.2978,-0.413,0.0,0.0,True,0.0001,0.02
568,"[28, 28, 28, 31]","[1, 0, 0]",33,"[1, 0, 0, 0, 0, 0]",5.22,1.2989,-0.289,0.08,0.0,True,0.0002,0.04
569,"[28, 28, 28, 49]","[1, 0, 0]",33,"[1, 0, 0, 0, 0, 0]",5.44,1.307,-0.068,0.0,0.0,True,0.0001,0.02
570,"[28, 28, 28, 14]","[1, 0, 0]",34,"[1, 0, 0, 0, 0, 0]",5.07,1.3333,-0.422,0.0,0.0,True,0.0,0.0
571,"[28, 28, 28, 32]","[1, 0, 0]",34,"[1, 0, 0, 0, 0, 0]",5.17,1.3327,-0.259,0.0,0.0,True,0.0,0.0
572,"[28, 28, 28, 50]","[1, 0, 0]",34,"[1, 0, 0, 0, 0, 0]",5.4,1.3296,-0.207,0.0,0.0,True,0.0,0.0
573,"[28, 28, 28, 15]","[1, 0, 0]",35,"[1, 0, 0, 0, 0, 0]",4.97,1.3984,-0.303,0.0,0.0,True,0.0,0.0
574,"[28, 28, 28, 33]","[1, 0, 0]",35,"[1, 0, 0, 0, 0, 0]",5.1,1.4098,-0.143,0.0,0.0,True,0.0,0.0
575,"[28, 28, 28, 51]","[1, 0, 0]",35,"[1, 0, 0, 0, 0, 0]",5.36,1.3563,-0.153,0.0,0.0,True,0.0,0.0
576,"[24, 22, 31, 0]","[0, 1, 0]",13,"[0, 0, 1, 0, 0, 0]",6.03,1.0,0.401,18.18,0.627,False,4.9901,844.28
577,"[24, 22, 49, 0]","[0, 1, 0]",13,"[0, 0, 1, 0, 0, 0]",6.32,1.0,0.545,100.0,0.722,False,5.0,734.76
578,"[24, 22, 14, 0]","[0, 1, 0]",14,"[0, 0, 1, 0, 0, 0]",5.85,1.0,0.189,100.0,0.703,False,4.0,741.17
579,"[24, 22, 32, 0]","[0, 1, 0]",14,"[0, 0, 1, 0, 0, 0]",5.95,1.0,0.217,100.0,0.798,False,4.0,704.43
580,"[24, 22, 50, 0]","[0, 1, 0]",14,"[0, 0, 1, 0, 0, 0]",6.25,1.0016,0.274,100.0,0.827,False,4.0,606.81
581,"[24, 22, 15, 0]","[0, 1, 0]",15,"[0, 0, 0, 1, 0, 0]",5.24,1.2729,-0.226,15.57,0.257,True,2.5301,512.48
582,"[24, 22, 33, 0]","[0, 1, 0]",15,"[0, 0, 0, 1, 0, 0]",5.52,1.2065,-0.009,100.0,0.693,True,3.0,548.4
583,"[24, 22, 51, 0]","[0, 1, 0]",15,"[0, 0, 1, 0, 0, 0]",6.18,0.9984,0.124,100.0,0.95,False,3.0,472.27
584,"[24, 23, 13, 0]","[0, 1, 0]",14,"[0, 0, 1, 0, 0, 0]",5.83,1.0,0.582,22.14,0.522,False,0.0511,9.57
585,"[24, 23, 31, 0]","[0, 1, 0]",14,"[0, 0, 1, 0, 0, 0]",5.82,1.0,0.527,25.64,0.675,False,0.0306,5.76
586,"[24, 23, 49, 0]","[0, 1, 0]",14,"[0, 0, 1, 0, 0, 0]",6.17,1.0,0.724,75.86,0.722,False,0.022,3.47
587,"[24, 23, 14, 0]","[0, 1, 0]",15,"[0, 0, 1, 0, 0, 0]",5.6,1.0,0.261,12.54,0.0,False,0.5936,125.39
588,"[24, 23, 32, 0]","[0, 1, 0]",15,"[0, 0, 1, 0, 0, 0]",5.75,1.0,0.343,8.96,0.556,False,0.2213,43.18
589,"[24, 23, 50, 0]","[0, 1, 0]",15,"[0, 0, 1, 0, 0, 0]",6.11,1.0,0.459,15.96,0.774,False,0.2123,34.53
590,"[24, 23, 15, 0]","[0, 1, 0]",16,"[0, 0, 1, 0, 0, 0]",5.5,1.0,-0.177,0.0,0.0,True,0.0,0.0
